Id,Empresa,Cod. Mer,Mercado,Fecha,Gm,i,j,Tm,Dt 1a2 Aer,Dt 1a2 Sub,Dt 1a3 Aer,Dt 1a2 Sub,Dt 2,Dt 3,Dt 4,Cvm,i,j,PR 1,PR 2,PR 3,PR 4,Rm,i,CUv 1a2 Aer,CUv 1a2 Sub,CUv 1a3 Aer,CUv 1a2 Sub,CUv 2,CUv 3,CUv 4,CUfm
3370,EMPRESA DE ENERGIA DE CASANARE SA ESP,703,CASANARE,01-2019,205.43135,34.96643,157.15318,141.00563,126.61994,110.47239,93.03651,62.26653,21.0289,58.68227,24.6898,11.19834,4.63121,1.32936,0.38559,481.30862,465.16107,450.77538,434.62783,403.70049,366.36339,321.8239,0
1846,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,481,SIBUNDOY,01-2019,201.31736,34.96643,298.63801,269.11854,162.60029,133.08082,213.65368,82.14194,21.0289,142.44493,40.29764,17.56567,12.12137,8.18897,18.17966,735.84403,706.32455,599.80631,570.28683,628.12772,491.17169,426.12624,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Año,2019
