Id,Empresa,Cod. Mer,Mercado,Fecha,Gm,i,j,Tm,Dt 1a2 Aer,Dt 1a2 Sub,Dt 1a3 Aer,Dt 1a2 Sub,Dt 2,Dt 3,Dt 4,Cvm,i,j,PR 1,PR 2,PR 3,PR 4,Rm,i,CUv 1a2 Aer,CUv 1a2 Sub,CUv 1a3 Aer,CUv 1a2 Sub,CUv 2,CUv 3,CUv 4,CUfm
3372,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,173,NARIÑO,01-2015,179.12975,22.50928,140.88975,139.10201,83.92884,82.1411,96.32566,41.11571,17.67453,11008522.83323,65.82118,46.36173,40.27731,35.90676,3.51582,11008934.69901,11008932.91128,11008877.7381,11008875.95037,11008870.67547,11008809.3811,11008781.56937,0
520,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,173,NARIÑO,01-2015,145.14123,22.50928,140.88975,139.10201,83.92884,82.1411,96.32566,41.11571,17.67453,113.05726,28.49722,12.38296,8.52341,5.73564,3.89086,453.9856,452.19786,397.02469,395.23695,393.30725,334.23776,308.0088,0
2103,CODENSA S.A. ESP,176,BOGOTA,01-2015,151.2183,22.50928,107.447,106.81694,91.37279,90.74273,65.81091,49.42575,17.67453,37.53998,30.05844,13.27735,9.25913,6.35699,3.368,352.141,351.51094,336.06679,335.43673,293.72382,273.32044,238.66708,0
637,COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,166,TULUA,01-2015,146.39341,22.50928,123.45866,125.73997,87.99248,90.27379,83.58956,48.60047,17.67453,31.70786,28.71038,12.4757,8.58732,5.77872,3.43717,356.21676,358.49807,320.75058,323.03189,300.11299,261.23552,227.50097,0
3332,COMPAÑÍA ENERGÉTICA DEL TOLIMA S.A E.S.P,169,TOLIMA,01-2015,145.09536,22.50928,162.16881,166.05482,80.96838,84.85439,121.74652,43.44252,17.67453,53.99054,24.5485,12.37398,8.51573,5.72888,3.3389,411.65139,415.5374,330.45096,334.33697,359.05458,276.89233,248.33749,0
1014,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,170,HUILA,01-2015,155.89003,22.50928,180.03552,179.68025,93.31157,92.9563,134.58796,50.82412,17.67453,61.75452,30.34009,13.19018,9.08262,6.11571,3.6078,454.13724,453.78197,367.4133,367.05803,391.53977,303.66837,267.55186,0
600,ELECTRIFICADORA DEL META S.A. E.S.P.,175,META,01-2015,162.00274,22.50928,142.21851,147.43412,88.51864,93.73425,104.61398,52.3142,17.67453,46.91305,31.41269,13.67,9.42053,6.35113,3.65946,408.71574,413.93136,355.01587,360.23148,353.36852,296.81927,259.1102,0
3370,EMPRESA DE ENERGIA DE CASANARE SA ESP,703,CASANARE,01-2015,153.25164,22.50928,137.31167,123.11047,110.45876,96.25756,80.96916,53.93036,17.67453,39.74584,17.98132,8.12419,3.32599,0.9135,4.33156,375.13131,360.93011,348.2784,334.0772,308.93167,277.09467,238.42635,0
1846,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,481,SIBUNDOY,01-2015,145.1739,22.50928,261.73278,235.77144,142.0924,116.13106,187.04226,71.41008,17.67453,109.02681,28.50121,12.38405,8.52381,5.73553,3.9315,570.87547,544.91413,451.23509,425.27376,480.06779,360.57537,304.05154,0
694,EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,301,POPAYAN,01-2015,142.09094,22.50928,288.49493,268.0354,83.65095,63.19143,217.82739,23.28066,17.67453,76.75921,28.37433,12.49143,8.68806,5.94105,3.01796,561.24664,540.78712,356.40266,335.94314,474.6962,276.34611,267.99297,0
2438,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,165,CALI,01-2015,193.94189,22.50928,86.91314,95.86793,65.18531,74.1401,55.45928,34.07328,17.67453,34.887,22.4055,2.67344,4.77875,1.59181,0.3343,360.99112,369.9459,339.26328,348.21807,309.8052,290.5245,270.93881,0
