Id,Empresa,Cod. Mer,Mercado,Fecha,Gm,i,j,Tm,Dt 1a2 Aer,Dt 1a2 Sub,Dt 1a3 Aer,Dt 1a2 Sub,Dt 2,Dt 3,Dt 4,Cvm,i,j,PR 1,PR 2,PR 3,PR 4,Rm,i,CUv 1a2 Aer,CUv 1a2 Sub,CUv 1a3 Aer,CUv 1a2 Sub,CUv 2,CUv 3,CUv 4,CUfm
3372,A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,173,NARIÑO,01-2016,42.29594,29.38024,149.508,147.598,88.65149,86.74149,101.9462,42.9832,17.9516,18.94864,18.75243,12.44801,10.46903,9.04517,11.96448,270.84975,268.93975,209.99323,208.08323,216.98353,156.04154,129.58609,0
520,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,173,NARIÑO,01-2016,190.38828,29.38024,149.508,147.598,88.65149,86.74149,101.9462,42.9832,17.9516,117.61715,37.54938,16.39557,11.32937,7.67011,12.02841,536.47147,534.56147,475.61495,473.70495,467.75585,403.72665,375.03578,0
2103,CODENSA S.A. ESP,176,BOGOTA,01-2016,178.44461,29.38024,113.78483,113.11168,96.61129,95.93814,69.34828,51.86156,17.9516,40.0525,35.95797,15.88328,11.0764,7.60466,11.15002,408.77018,408.09703,391.59664,390.92349,344.25894,321.96535,284.58364,0
637,COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,166,TULUA,01-2016,160.6105,29.38024,130.88386,133.3212,92.99212,95.42945,88.33855,50.97985,17.9516,31.65712,32.39391,14.11698,9.73964,6.5779,11.59689,396.52252,398.95986,358.63078,361.06812,335.70028,293.96423,257.77425,0
3332,COMPAÑÍA ENERGÉTICA DEL TOLIMA S.A E.S.P,169,TOLIMA,01-2016,167.81441,29.38024,172.23821,176.38999,85.48441,89.63619,129.10331,45.46914,17.9516,56.79497,28.52256,14.24209,9.71587,6.44638,13.33879,468.08918,472.24095,381.33538,385.48716,410.6738,322.51341,291.72638,0
1014,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,170,HUILA,01-2016,190.79942,29.38024,191.32516,190.94559,98.67009,98.29052,142.82205,53.35557,17.9516,62.07387,37.61925,16.42593,11.35026,7.68416,12.26555,523.46349,523.08392,430.80842,430.42885,453.76705,359.22491,320.15483,0
600,ELECTRIFICADORA DEL META S.A. E.S.P.,175,META,01-2016,196.28654,29.38024,150.9362,156.50852,93.56375,99.13606,110.80613,54.94756,17.9516,48.85376,38.57226,16.84835,11.64564,7.88778,12.92632,476.95533,482.52764,419.58287,425.15519,415.10134,354.04006,313.28624,0
3370,EMPRESA DE ENERGIA DE CASANARE SA ESP,703,CASANARE,01-2016,188.74011,29.38024,145.68061,130.50817,116.99121,101.81877,85.53689,56.67424,17.9516,41.59603,22.45914,10.21228,4.25108,1.2539,0.06118,427.91733,412.74489,399.22792,384.05548,355.52674,320.70289,278.98306,0
1846,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P. ,481,SIBUNDOY,01-2016,168.35147,29.38024,278.59983,250.86298,150.77714,123.04029,198.85825,75.34942,17.9516,115.89553,33.73278,14.70818,10.15182,6.86078,13.38012,639.33997,611.60312,511.51728,483.78043,540.57379,412.5086,351.81974,0
694,EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,301,POPAYAN,01-2016,148.81045,29.38024,307.19574,285.33698,88.3423,66.48354,231.75072,23.92839,17.9516,39.75957,30.64288,13.46026,9.34552,6.37358,6.19188,561.98077,540.122,343.12733,321.26857,469.35312,257.41605,248.46732,0
