Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ANORI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,959947,1389659,467315,6176,0,ND,2823097,486347,896017,261244,141655,1785263
ANTIOQUIA,ANZA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,625969,834202,272605,9848,3541,120,1746285,47139,269034,111958,126104,554235
ANTIOQUIA,APARTADO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,32585,ND,ND,32585
ANTIOQUIA,APARTADO,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1331870,ND,ND,1331870
ANTIOQUIA,APARTADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,21595842,16258113,11581393,3335464,9736,ND,52780548,13195608,29302751,4585055,3745361,50828775
ANTIOQUIA,APARTADO,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,733012,821555,639510,428384,2622461
ANTIOQUIA,APARTADO,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,130108,ND,ND,130108
ANTIOQUIA,APARTADO,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,86238,ND,301805,388043
ANTIOQUIA,ARBOLETES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,4709738,2516092,597840,81518,13124,4686,7922998,162142,1593603,509016,927186,3191947
ANTIOQUIA,ARBOLETES,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,66457,ND,ND,66457
ANTIOQUIA,ARGELIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,610830,720044,34870,0,ND,ND,1365744,44869,208017,87540,98061,438487
ANTIOQUIA,ARMENIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,120802,858342,235504,50893,4629,2220,1272390,93094,150450,45522,119875,408941
ANTIOQUIA,BARBOSA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2398236,12467666,2830790,856530,466343,464025,19483590,17696056,5792663,2674275,3349034,29512028
ANTIOQUIA,BARBOSA,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,86988482,ND,ND,ND,86988482
ANTIOQUIA,BELLO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,28503,378339,ND,ND,406842
ANTIOQUIA,BELLO,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,1467852,ND,ND,1467852
ANTIOQUIA,BELLO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,38977576,60854684,69705305,14785792,166390,49726,184539473,51281845,83102270,6997706,17586096,158967917
ANTIOQUIA,BELLO,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,116764,ND,ND,ND,116764,215660,1878001,ND,154789,2248450
ANTIOQUIA,BELLO,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1516589,ND,ND,ND,1516589
ANTIOQUIA,BELLO,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,160761,ND,ND,160761
ANTIOQUIA,BELLO,TERPEL ENERGIA S.A.S E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,189462,ND,ND,189462
ANTIOQUIA,BELLO,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1207897,5391542,ND,ND,6599439
ANTIOQUIA,BELMIRA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,327378,1631191,659837,132414,3092,567,2754479,920633,696482,98662,91979,1807756
ANTIOQUIA,BETANIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,269346,1721872,449939,19388,ND,2360,2462905,339016,527432,95280,106100,1067828
ANTIOQUIA,BETULIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2124018,1331112,589935,174648,921,25869,4246503,373826,762340,191171,129232,1456569
ANTIOQUIA,BETULIA,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,48827,ND,ND,48827
ANTIOQUIA,BRICENO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,455609,690412,240274,7842,3253,ND,1397390,98637,346539,94346,120002,659524
ANTIOQUIA,BURITICA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,612801,1134258,121734,6707,137,ND,1875637,9315541,338121,125142,75099,9853903
ANTIOQUIA,CACERES,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,5576278,1151673,245151,60235,19374,1342,7054053,404776,1170403,1517794,588752,3681725
ANTIOQUIA,CAICEDO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,600143,790841,119794,ND,ND,ND,1510778,38098,195691,95346,39831,368966
ANTIOQUIA,CALDAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2958964,19281569,8704958,397932,82465,19988,31445876,23770913,8832929,1653632,1814505,36071979
ANTIOQUIA,CALDAS,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,23878,60652,729210,813740
ANTIOQUIA,CALDAS,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,11274556,ND,ND,ND,11274556
ANTIOQUIA,CALDAS,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,19139,ND,ND,ND,19139
ANTIOQUIA,CALDAS,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,3027,0,ND,ND,3027
ANTIOQUIA,CAMPAMENTO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,354824,1463304,138221,17946,ND,ND,1974295,473559,299287,135131,60012,967989
ANTIOQUIA,CANASGORDAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,985807,2188577,118656,795,ND,ND,3293835,120582,805355,194257,153818,1274012
ANTIOQUIA,CARACOLI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,497439,830845,55994,1871,2059,ND,1388208,105556,245936,133107,75766,560365
ANTIOQUIA,CARACOLI,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,26838,ND,ND,ND,26838
ANTIOQUIA,CARAMANTA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,216571,609523,375576,3580,1970,8315,1215535,27182,238967,60168,126567,452884
ANTIOQUIA,CAREPA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,7133761,8720831,2115850,75590,ND,0,18046032,9353178,5653429,4045539,1323357,20375503
ANTIOQUIA,CAREPA,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,685874,ND,ND,685874
ANTIOQUIA,CAROLINA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,249172,996863,97857,74721,17534,13852,1449999,67682,296448,135483,97667,597280
ANTIOQUIA,CAUCASIA,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,575484,ND,ND,575484
ANTIOQUIA,CAUCASIA,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1386014,ND,ND,ND,1386014
ANTIOQUIA,CAUCASIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,14846681,16904839,8167683,2540400,300832,ND,42760435,6225680,16149773,3342921,2525245,28243619
ANTIOQUIA,CAUCASIA,ENERGIA EMPRESARIAL DE LA COSTA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1510939,ND,ND,ND,1510939
ANTIOQUIA,CAUCASIA,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,3405,ND,23274,ND,ND,ND,26679,249151,1532916,ND,1081,1783148
ANTIOQUIA,CAUCASIA,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,237164,ND,63826,300990
ANTIOQUIA,CHIGORODO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,10204456,9911664,1199097,146533,5978,38963,21506691,3436599,5676294,1205835,1349490,11668218
ANTIOQUIA,CHIGORODO,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,171083,ND,ND,ND,171083
ANTIOQUIA,CISNEROS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,507906,2016338,589412,32215,15850,ND,3161721,9365813,967871,223404,262960,10820048
ANTIOQUIA,CIUDAD BOLIVAR,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1430421,3572866,2854887,182441,37308,7147,8085070,1278987,3157581,501754,383615,5321937
ANTIOQUIA,COCORNA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,758886,2857156,971476,9992,ND,ND,4597510,252896,1315532,149186,175441,1893055
ANTIOQUIA,COCORNA,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,465,ND,ND,ND,ND,ND,465,ND,ND,ND,ND,ND
ANTIOQUIA,CONCEPCION,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,206285,773820,320223,5675,2871,0,1308874,62000,242604,60060,106707,471371
ANTIOQUIA,CONCORDIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,736348,2917584,1295307,117046,34298,11586,5112169,878492,1021747,207291,250038,2357568
ANTIOQUIA,COPACABANA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1424970,19046984,10792883,1158997,603872,492530,33520236,29565840,8129433,1070618,7265666,46031557
ANTIOQUIA,COPACABANA,ENERCO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,228298,ND,ND,ND,228298
ANTIOQUIA,DABEIBA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1583265,1521797,956080,7304,ND,ND,4068446,310270,1237617,462672,220150,2230709
ANTIOQUIA,DONMATIAS,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,0
ANTIOQUIA,DONMATIAS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,392467,5686622,3106965,489584,88041,10385,9774064,4315473,3645905,1308469,768214,10038061
ANTIOQUIA,DONMATIAS,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,23009,ND,ND,23009
ANTIOQUIA,EBEJICO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1698090,1069664,428350,21877,2412,25627,3246020,975440,716273,114871,149579,1956163
ANTIOQUIA,EL BAGRE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,11226105,5600198,869332,36263,ND,ND,17731898,236534,3757004,963755,1113039,6070332
ANTIOQUIA,EL BAGRE,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,891861,ND,80536,972397
ANTIOQUIA,EL CARMEN DE VIBORAL,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,711283,8552015,8971071,473832,230563,81880,19020644,7859120,4228327,587669,1200395,13875511
ANTIOQUIA,EL CARMEN DE VIBORAL,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,13190,ND,ND,13190
ANTIOQUIA,EL SANTUARIO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1117075,6277945,2903678,167145,33056,1676,10500575,1985000,3426052,405883,556412,6373347
ANTIOQUIA,EL SANTUARIO,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,210175,ND,ND,ND,210175
ANTIOQUIA,ENTRERRIOS,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,345426,1314196,2897839,1171611,474181,588062,6791315,9922196,2897977,213767,270672,13304612
ANTIOQUIA,ENVIGADO,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,21667,492760,ND,ND,514427
ANTIOQUIA,ENVIGADO,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,5756698,ND,ND,5756698
ANTIOQUIA,ENVIGADO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,355964,20721185,37195883,24535709,32851478,5700537,121360756,64715326,72112584,6616763,11862160,155306833
ANTIOQUIA,ENVIGADO,ENERCO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,345766,ND,ND,345766
ANTIOQUIA,ENVIGADO,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,136048,162024,ND,217451,515523
ANTIOQUIA,ENVIGADO,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,35339176,ND,ND,ND,35339176
ANTIOQUIA,ENVIGADO,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,55952,ND,47669,103621
ANTIOQUIA,ENVIGADO,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,237601,1666585,164652,2068838,1227077,709331,ND,ND,1936408
ANTIOQUIA,FREDONIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2351857,2581787,2165864,587991,562952,192548,8442999,2083439,1545965,256323,443999,4329726
ANTIOQUIA,FRONTINO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1085311,1950199,925526,122553,ND,1632,4085221,286430,1542062,226672,350009,2405173
ANTIOQUIA,GIRALDO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,571109,573679,46933,0,ND,ND,1191721,232872,235646,48512,105848,622878
ANTIOQUIA,GIRARDOTA,AES CHIVOR & CIA SCA ESP,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,26586234,ND,ND,ND,26586234
ANTIOQUIA,GIRARDOTA,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1286444,ND,ND,ND,1286444
ANTIOQUIA,GIRARDOTA,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2133516,ND,ND,ND,2133516
ANTIOQUIA,GIRARDOTA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1019661,15004551,2901795,769468,405092,457992,20558559,82237872,5947000,599015,2283918,91067805
ANTIOQUIA,GIRARDOTA,ENERCO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,151082,ND,ND,ND,151082
ANTIOQUIA,GIRARDOTA,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,186,ND,ND,ND,ND,186,778594,ND,ND,ND,778594
ANTIOQUIA,GIRARDOTA,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2676311,ND,ND,ND,2676311
ANTIOQUIA,GIRARDOTA,ITALCOL ENERGIA S.A. ESP.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,4582493,ND,ND,ND,4582493
ANTIOQUIA,GIRARDOTA,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,5619,ND,ND,5619
ANTIOQUIA,GOMEZ PLATA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,875617,2050579,147614,71140,19344,15476,3179770,208779,648050,678754,227906,1763489
ANTIOQUIA,GOMEZ PLATA,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,3285051,ND,ND,ND,3285051
ANTIOQUIA,GRANADA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,403456,1117019,997748,8840,1,84,2527148,54786,469027,169403,163205,856421
ANTIOQUIA,GUADALUPE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,338503,1171750,116556,1725,ND,ND,1628534,18341,259022,1342779,95300,1715442
ANTIOQUIA,GUARNE,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,216519,ND,ND,ND,216519
ANTIOQUIA,GUARNE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2098767,8693391,8698940,1375920,407845,56638,21331501,42286806,5842367,626608,4188911,52944692
ANTIOQUIA,GUARNE,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2309488,ND,ND,ND,2309488
ANTIOQUIA,GUARNE,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,75868,ND,ND,ND,75868
ANTIOQUIA,GUARNE,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,34497,ND,ND,ND,34497
ANTIOQUIA,GUATAPE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,122634,2180325,723468,138796,46908,18545,3230676,28988,1895303,270495,663306,2858092
ANTIOQUIA,HELICONIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,473202,1150797,194585,27361,7844,1169,1854958,344275,250841,86344,156221,837681
ANTIOQUIA,HISPANIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,233573,1038361,399889,32989,1626,ND,1706438,745159,471262,119162,54231,1389814
ANTIOQUIA,ITAGUI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,99343,ND,ND,99343
ANTIOQUIA,ITAGUI,EMGESA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2567330,1377076,ND,ND,3944406
ANTIOQUIA,ITAGUI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,13084611,ND,ND,ND,13084611
ANTIOQUIA,ITAGUI,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,7019819,38046318,55621392,6346361,ND,361,107034251,137039823,55453690,10953002,12350660,215797175
ANTIOQUIA,ITAGUI,ENERCO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,722,ND,ND,722,403182,40391,ND,ND,443573
ANTIOQUIA,ITAGUI,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,2627596,1182802,ND,ND,3810398
ANTIOQUIA,ITAGUI,ISAGEN S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,70727333,ND,ND,ND,70727333
ANTIOQUIA,ITAGUI,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,200343,ND,ND,200343
ANTIOQUIA,ITAGUI,TERPEL ENERGIA S.A.S E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,79307,ND,ND,79307
ANTIOQUIA,ITAGUI,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,221122,ND,ND,ND,221122,2767660,3962334,ND,ND,6729994
ANTIOQUIA,ITUANGO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,1547519,1622730,342560,7347,5035,ND,3525191,2627690,867044,5613395,291518,9399647
ANTIOQUIA,JARDIN,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,679344,2862640,1345762,120990,ND,ND,5008736,457765,1142488,189644,293035,2082932
ANTIOQUIA,JARDIN,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,321110,321110
ANTIOQUIA,JERICO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,729166,2112270,1289937,453595,5538,4875,4595381,202956,1106067,276862,488870,2074755
ANTIOQUIA,JERICO,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,32107,ND,ND,32107
ANTIOQUIA,LA CEJA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,523259,4946512,14803087,3002456,1449587,94814,24819715,13442837,9064304,4758838,3526545,30792524
ANTIOQUIA,LA CEJA,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,203233,ND,ND,203233
ANTIOQUIA,LA CEJA,PROFESIONALES EN ENERGÍA S.A E.S.P,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,29255,ND,ND,29255
ANTIOQUIA,LA CEJA,VATIA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,62420,ND,ND,ND,62420
ANTIOQUIA,LA ESTRELLA,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,153019,ND,ND,153019
ANTIOQUIA,LA ESTRELLA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Consumos Empresa Departamento y Municipio,2238467,12614031,8804206,4360602,560365,162149,28739820,74102055,10129964,4569979,2927143,91729141
ANTIOQUIA,LA ESTRELLA,ENERCO S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,138790,ND,ND,ND,138790
ANTIOQUIA,LA ESTRELLA,ENERTOTAL S.A. E.S.P.,Consumos Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,714618,ND,ND,ND,714618
