Departamento,Municipio,Empresa,Variable Calculada,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,Total Residencial,Industrial,Comercial,Oficial,Otros,Total No Residencial
ANTIOQUIA,ENVIGADO,PROFESIONALES EN ENERGÍA S.A E.S.P,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,ENVIGADO,VATIA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,FREDONIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,944791895.84,692054252.44,532865438.24,270329043.91,263625043.5,89416101.48,2793081775.41,702593504.53,143805007.15,28669572.84,170447870.28,1045515954.8
ANTIOQUIA,FRONTINO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,342483919,470738160.58,46753317.98,1066809.39,ND,782834.85,861825041.8,47771834.88,231642114.2,24726602.22,127407029.54,431547580.84
ANTIOQUIA,GIRALDO,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,152242705.52,91777695.6,3443161.48,ND,ND,ND,247463562.6,34932433.4,4496659.65,4429521.68,37359506.23,81218120.96
ANTIOQUIA,GIRARDOTA,AES CHIVOR & CIA SCA ESP,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,GIRARDOTA,EMGESA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,371159519,ND,ND,ND,371159519
ANTIOQUIA,GIRARDOTA,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,35754369.3,ND,ND,ND,35754369.3
ANTIOQUIA,GIRARDOTA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,434972728.62,3167460156.25,532611614.42,351723202.44,190453557.89,214138134.05,4891359393.67,8795388671.74,800245367.42,63253135.12,31600263.85,9690487438.13
ANTIOQUIA,GIRARDOTA,ENERCO S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,56610105,ND,ND,ND,56610105
ANTIOQUIA,GIRARDOTA,ENERTOTAL S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,108106.79,ND,ND,ND,ND,108106.79,101066681,ND,ND,ND,101066681
ANTIOQUIA,GIRARDOTA,ISAGEN S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,GIRARDOTA,ITALCOL ENERGIA S.A. ESP.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,1595977621,ND,ND,ND,1595977621
ANTIOQUIA,GIRARDOTA,VATIA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,GOMEZ PLATA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,242753949.19,370210870.31,69290053.08,34459161.68,9411207.98,7531974.28,733657216.52,97665796.12,56807363.18,239670983.18,ND,394144142.48
ANTIOQUIA,GOMEZ PLATA,ISAGEN S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,GRANADA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,112875519.17,384397859.12,40349288.25,3604112.43,ND,ND,541226778.97,54257.65,8980882.15,30420789.67,58024507.57,97480437.04
ANTIOQUIA,GUADALUPE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,114574814.35,385294195.7,21042038.44,786808.87,ND,ND,521697857.36,7868704.92,47465043.19,477574789.32,37720199.93,570628737.36
ANTIOQUIA,GUARNE,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,90467988.41,ND,ND,ND,90467988.41
ANTIOQUIA,GUARNE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,975465829.46,3290611326.25,2191505099.33,629046529.96,193900933.77,27517689.09,7308047407.86,4138897410.13,1296852586.97,110769318.28,540576495.43,6087095810.81
ANTIOQUIA,GUARNE,ENERTOTAL S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,641790376,ND,ND,ND,641790376
ANTIOQUIA,GUARNE,ISAGEN S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,GUARNE,VATIA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,15817788,ND,ND,ND,15817788
ANTIOQUIA,GUATAPE,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,31989550.19,271494706.61,168856301.7,63081136.89,22080416.48,8401619.63,565903731.5,4160715.16,373058630.09,42459742.46,34024886.87,453703974.58
ANTIOQUIA,HELICONIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,115587363.08,346525800.34,55274230.93,12801459.5,3828770.41,65249.38,534082873.64,151329122.38,26849206.66,12118529.9,60788200.68,251085059.62
ANTIOQUIA,HISPANIA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,Valor Consumo Empresa Departamento y Municipio,27615618.11,184230246.5,63089516.24,15222977.14,779579.6,ND,290937937.59,189895587.52,29330687.66,3367395.54,20939393.31,243533064.03
ANTIOQUIA,ITAGUI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
ANTIOQUIA,ITAGUI,EMGESA S.A. E.S.P.,Valor Consumo Empresa Departamento y Municipio,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
